leg_id,term,type,start,end,state,party,first,last,gender,terms,birthday
P000040,3,House,1905-12-04,1907-03-03,PA,Republican,Henry,Palmer,M,4,1839-07-10
P000040,4,House,1909-03-15,1911-03-03,PA,Republican,Henry,Palmer,M,4,1839-07-10
P000088,1,House,1905-12-04,1907-03-03,NY,Republican,Herbert,Parsons,M,3,1869-10-28
P000088,2,House,1907-12-02,1909-03-03,NY,Republican,Herbert,Parsons,M,3,1869-10-28
P000088,3,House,1909-03-15,1911-03-03,NY,Republican,Herbert,Parsons,M,3,1869-10-28
P000118,1,House,1905-12-04,1907-03-03,SC,Democrat,James,Patterson,M,3,1857-06-25
P000118,2,House,1907-12-02,1909-03-03,SC,Democrat,James,Patterson,M,3,1857-06-25
P000118,3,House,1909-03-15,1911-03-03,SC,Democrat,James,Patterson,M,3,1857-06-25
P000163,1,House,1899-12-04,1901-03-03,MD,Republican,George,Pearre,M,6,1860-07-16
P000163,2,House,1901-12-02,1903-03-03,MD,Republican,George,Pearre,M,6,1860-07-16
P000163,3,House,1903-11-09,1905-03-03,MD,Republican,George,Pearre,M,6,1860-07-16
P000163,4,House,1905-12-04,1907-03-03,MD,Republican,George,Pearre,M,6,1860-07-16
P000163,5,House,1907-12-02,1909-03-03,MD,Republican,George,Pearre,M,6,1860-07-16
P000163,6,House,1909-03-15,1911-03-03,MD,Republican,George,Pearre,M,6,1860-07-16
P000232,1,Senate,1893-08-07,1897-03-03,CA,Republican,George,Perkins,M,4,1839-08-23
P000232,2,Senate,1897-03-15,1903-03-03,CA,Republican,George,Perkins,M,4,1839-08-23
P000232,3,Senate,1903-11-09,1909-03-03,CA,Republican,George,Perkins,M,4,1839-08-23
P000232,4,Senate,1909-03-15,1915-03-03,CA,Republican,George,Perkins,M,4,1839-08-23
P000234,1,House,1901-12-02,1903-03-03,NY,Republican,James,Perkins,M,5,1847-11-04
P000234,2,House,1903-11-09,1905-03-03,NY,Republican,James,Perkins,M,5,1847-11-04
P000234,3,House,1905-12-04,1907-03-03,NY,Republican,James,Perkins,M,5,1847-11-04
P000234,4,House,1907-12-02,1909-03-03,NY,Republican,James,Perkins,M,5,1847-11-04
P000234,5,House,1909-03-15,1911-03-03,NY,Republican,James,Perkins,M,5,1847-11-04
P000496,1,House,1909-03-15,1911-03-03,PA,Republican,Charles,Pratt,M,1,1854-04-23
R000131,1,House,1899-12-04,1901-03-03,KS,Republican,William,Reeder,M,6,1849-08-28
R000131,2,House,1901-12-02,1903-03-03,KS,Republican,William,Reeder,M,6,1849-08-28
R000131,3,House,1903-11-09,1905-03-03,KS,Republican,William,Reeder,M,6,1849-08-28
R000131,4,House,1905-12-04,1907-03-03,KS,Republican,William,Reeder,M,6,1849-08-28
R000131,5,House,1907-12-02,1909-03-03,KS,Republican,William,Reeder,M,6,1849-08-28
R000131,6,House,1909-03-15,1911-03-03,KS,Republican,William,Reeder,M,6,1849-08-28
R000142,1,House,1901-12-02,1903-03-03,AR,Democrat,Charles,Reid,M,5,1868-06-15
R000142,2,House,1903-11-09,1905-03-03,AR,Democrat,Charles,Reid,M,5,1868-06-15
R000142,3,House,1905-12-04,1907-03-03,AR,Democrat,Charles,Reid,M,5,1868-06-15
R000142,4,House,1907-12-02,1909-03-03,AR,Democrat,Charles,Reid,M,5,1868-06-15
R000142,5,House,1909-03-15,1911-03-03,AR,Democrat,Charles,Reid,M,5,1868-06-15
R000176,1,House,1905-12-04,1907-03-03,PA,Republican,John,Reynolds,M,3,1848-03-05
R000176,2,House,1907-12-02,1909-03-03,PA,Republican,John,Reynolds,M,3,1848-03-05
R000176,3,House,1909-03-15,1911-03-03,PA,Republican,John,Reynolds,M,3,1848-03-05
R000185,1,House,1905-12-04,1907-03-03,KY,Democrat,Joseph,Rhinock,M,3,1863-01-04
R000185,2,House,1907-12-02,1909-03-03,KY,Democrat,Joseph,Rhinock,M,3,1863-01-04
R000185,3,House,1909-03-15,1911-03-03,KY,Democrat,Joseph,Rhinock,M,3,1863-01-04
R000430,1,Senate,1909-03-15,1915-03-03,NY,Republican,Elihu,Root,M,1,1845-02-15
R000526,1,House,1901-12-02,1903-03-03,TX,Democrat,Gordon,Russell,M,5,1859-12-22
R000526,2,House,1903-11-09,1905-03-03,TX,Democrat,Gordon,Russell,M,5,1859-12-22
R000526,3,House,1905-12-04,1907-03-03,TX,Democrat,Gordon,Russell,M,5,1859-12-22
R000526,4,House,1907-12-02,1909-03-03,TX,Democrat,Gordon,Russell,M,5,1859-12-22
R000526,5,House,1909-03-15,1911-03-03,TX,Democrat,Gordon,Russell,M,5,1859-12-22
S000166,1,House,1901-12-02,1903-03-03,KS,Republican,Charles,Scott,M,5,1860-09-07
S000166,2,House,1903-11-09,1905-03-03,KS,Republican,Charles,Scott,M,5,1860-09-07
S000166,3,House,1905-12-04,1907-03-03,KS,Republican,Charles,Scott,M,5,1860-09-07
S000166,4,House,1907-12-02,1909-03-03,KS,Republican,Charles,Scott,M,5,1860-09-07
S000166,5,House,1909-03-15,1911-03-03,KS,Republican,Charles,Scott,M,5,1860-09-07
S000318,1,House,1909-03-15,1911-03-03,RI,Republican,William,Sheffield,M,1,1857-06-01
S000650,1,House,1903-11-09,1905-03-03,IL,Republican,Howard,Snapp,M,4,1855-09-27
S000650,2,House,1905-12-04,1907-03-03,IL,Republican,Howard,Snapp,M,4,1855-09-27
S000650,3,House,1907-12-02,1909-03-03,IL,Republican,Howard,Snapp,M,4,1855-09-27
S000650,4,House,1909-03-15,1911-03-03,IL,Republican,Howard,Snapp,M,4,1855-09-27
S000691,1,House,1895-12-02,1897-03-03,NY,Republican,George,Southwick,M,7,1863-03-07
S000691,2,House,1897-03-15,1899-03-03,NY,Republican,George,Southwick,M,7,1863-03-07
S000691,3,House,1901-12-02,1903-03-03,NY,Republican,George,Southwick,M,7,1863-03-07
S000691,4,House,1903-11-09,1905-03-03,NY,Republican,George,Southwick,M,7,1863-03-07
S000691,5,House,1905-12-04,1907-03-03,NY,Republican,George,Southwick,M,7,1863-03-07
S000691,6,House,1907-12-02,1909-03-03,NY,Republican,George,Southwick,M,7,1863-03-07
S000691,7,House,1909-03-15,1911-03-03,NY,Republican,George,Southwick,M,7,1863-03-07
S000733,1,House,1895-12-02,1897-03-03,CT,Republican,Nehemiah,Sperry,M,8,1827-07-10
S000733,2,House,1897-03-15,1899-03-03,CT,Republican,Nehemiah,Sperry,M,8,1827-07-10
S000733,3,House,1899-12-04,1901-03-03,CT,Republican,Nehemiah,Sperry,M,8,1827-07-10
S000733,4,House,1901-12-02,1903-03-03,CT,Republican,Nehemiah,Sperry,M,8,1827-07-10
S000733,5,House,1903-11-09,1905-03-03,CT,Republican,Nehemiah,Sperry,M,8,1827-07-10
S000733,6,House,1905-12-04,1907-03-03,CT,Republican,Nehemiah,Sperry,M,8,1827-07-10
S000733,7,House,1907-12-02,1909-03-03,CT,Republican,Nehemiah,Sperry,M,8,1827-07-10
S000733,8,House,1909-03-15,1911-03-03,CT,Republican,Nehemiah,Sperry,M,8,1827-07-10
S000734,1,House,1897-03-15,1899-03-03,MS,Democrat,Thomas,Spight,M,7,1841-10-25
S000734,2,House,1899-12-04,1901-03-03,MS,Democrat,Thomas,Spight,M,7,1841-10-25
S000734,3,House,1901-12-02,1903-03-03,MS,Democrat,Thomas,Spight,M,7,1841-10-25
S000734,4,House,1903-11-09,1905-03-03,MS,Democrat,Thomas,Spight,M,7,1841-10-25
S000734,5,House,1905-12-04,1907-03-03,MS,Democrat,Thomas,Spight,M,7,1841-10-25
S000734,6,House,1907-12-02,1909-03-03,MS,Democrat,Thomas,Spight,M,7,1841-10-25
S000734,7,House,1909-03-15,1911-03-03,MS,Democrat,Thomas,Spight,M,7,1841-10-25
S000863,1,House,1883-12-03,1885-03-03,WI,Republican,Isaac,Stephenson,M,5,1829-06-18
S000863,2,House,1885-12-07,1887-03-03,WI,Republican,Isaac,Stephenson,M,5,1829-06-18
S000863,3,House,1887-12-05,1889-03-03,WI,Republican,Isaac,Stephenson,M,5,1829-06-18
S000863,4,Senate,1907-12-02,1909-03-03,WI,Republican,Isaac,Stephenson,M,5,1829-06-18
S000863,5,Senate,1909-03-15,1915-03-03,WI,Republican,Isaac,Stephenson,M,5,1829-06-18
S001049,1,House,1907-12-02,1909-03-03,WV,Republican,George,Sturgiss,M,2,1842-08-16
S001049,2,House,1909-03-15,1911-03-03,WV,Republican,George,Sturgiss,M,2,1842-08-16
S001098,1,House,1907-12-02,1909-03-03,ME,Republican,John,Swasey,M,2,1839-09-04
S001098,2,House,1909-03-15,1911-03-03,ME,Republican,John,Swasey,M,2,1839-09-04
T000060,1,House,1893-08-07,1895-03-03,MN,Republican,James,Tawney,M,9,1855-01-03
T000060,2,House,1895-12-02,1897-03-03,MN,Republican,James,Tawney,M,9,1855-01-03
T000060,3,House,1897-03-15,1899-03-03,MN,Republican,James,Tawney,M,9,1855-01-03
T000060,4,House,1899-12-04,1901-03-03,MN,Republican,James,Tawney,M,9,1855-01-03
T000060,5,House,1901-12-02,1903-03-03,MN,Republican,James,Tawney,M,9,1855-01-03
T000060,6,House,1903-11-09,1905-03-03,MN,Republican,James,Tawney,M,9,1855-01-03
T000060,7,House,1905-12-04,1907-03-03,MN,Republican,James,Tawney,M,9,1855-01-03
T000060,8,House,1907-12-02,1909-03-03,MN,Republican,James,Tawney,M,9,1855-01-03
T000060,9,House,1909-03-15,1911-03-03,MN,Republican,James,Tawney,M,9,1855-01-03
T000123,1,House,1909-03-15,1911-03-03,PA,Republican,John,Tener,M,1,1863-07-25
T000159,1,House,1899-12-04,1901-03-03,NC,Democrat,Charles,Thomas,M,6,1861-08-21
T000159,2,House,1901-12-02,1903-03-03,NC,Democrat,Charles,Thomas,M,6,1861-08-21
T000159,3,House,1903-11-09,1905-03-03,NC,Democrat,Charles,Thomas,M,6,1861-08-21
T000159,4,House,1905-12-04,1907-03-03,NC,Democrat,Charles,Thomas,M,6,1861-08-21
T000159,5,House,1907-12-02,1909-03-03,NC,Democrat,Charles,Thomas,M,6,1861-08-21
T000159,6,House,1909-03-15,1911-03-03,NC,Democrat,Charles,Thomas,M,6,1861-08-21
T000186,1,House,1903-11-09,1905-03-03,OH,Republican,William,Thomas,M,4,1866-06-07
T000186,2,House,1905-12-04,1907-03-03,OH,Republican,William,Thomas,M,4,1866-06-07
T000186,3,House,1907-12-02,1909-03-03,OH,Republican,William,Thomas,M,4,1866-06-07
T000186,4,House,1909-03-15,1911-03-03,OH,Republican,William,Thomas,M,4,1866-06-07
T000199,1,Senate,1909-03-15,1911-03-03,ND,Democrat,Fountain,Thompson,M,1,1854-11-18
T000287,1,House,1901-12-02,1903-03-03,MA,Republican,Charles,Tirrell,M,5,1844-12-10
T000287,2,House,1903-11-09,1905-03-03,MA,Republican,Charles,Tirrell,M,5,1844-12-10
T000287,3,House,1905-12-04,1907-03-03,MA,Republican,Charles,Tirrell,M,5,1844-12-10
T000287,4,House,1907-12-02,1909-03-03,MA,Republican,Charles,Tirrell,M,5,1844-12-10
T000287,5,House,1909-03-15,1911-03-03,MA,Republican,Charles,Tirrell,M,5,1844-12-10
T000318,1,House,1907-12-02,1909-03-03,OH,Democrat,William,Tou Velle,M,2,1862-11-23
T000318,2,House,1909-03-15,1911-03-03,OH,Democrat,William,Tou Velle,M,2,1862-11-23
W000082,1,House,1903-11-09,1905-03-03,AR,Democrat,Robert,Wallace,M,4,1856-08-06
W000082,2,House,1905-12-04,1907-03-03,AR,Democrat,Robert,Wallace,M,4,1856-08-06
W000082,3,House,1907-12-02,1909-03-03,AR,Democrat,Robert,Wallace,M,4,1856-08-06
W000082,4,House,1909-03-15,1911-03-03,AR,Democrat,Robert,Wallace,M,4,1856-08-06
W000122,1,House,1893-08-07,1895-03-03,PA,Republican,Irving,Wanger,M,9,1852-03-05
W000122,2,House,1895-12-02,1897-03-03,PA,Republican,Irving,Wanger,M,9,1852-03-05
W000122,3,House,1897-03-15,1899-03-03,PA,Republican,Irving,Wanger,M,9,1852-03-05
W000122,4,House,1899-12-04,1901-03-03,PA,Republican,Irving,Wanger,M,9,1852-03-05
W000122,5,House,1901-12-02,1903-03-03,PA,Republican,Irving,Wanger,M,9,1852-03-05
W000122,6,House,1903-11-09,1905-03-03,PA,Republican,Irving,Wanger,M,9,1852-03-05
W000122,7,House,1905-12-04,1907-03-03,PA,Republican,Irving,Wanger,M,9,1852-03-05
W000122,8,House,1907-12-02,1909-03-03,PA,Republican,Irving,Wanger,M,9,1852-03-05
W000122,9,House,1909-03-15,1911-03-03,PA,Republican,Irving,Wanger,M,9,1852-03-05
W000171,1,House,1905-12-04,1907-03-03,MA,Republican,Charles,Washburn,M,3,1857-01-28
W000171,2,House,1907-12-02,1909-03-03,MA,Republican,Charles,Washburn,M,3,1857-01-28
W000171,3,House,1909-03-15,1911-03-03,MA,Republican,Charles,Washburn,M,3,1857-01-28
W000259,1,House,1903-11-09,1905-03-03,WI,Democrat,Charles,Weisse,M,4,1866-10-24
W000259,2,House,1905-12-04,1907-03-03,WI,Democrat,Charles,Weisse,M,4,1866-10-24
W000259,3,House,1907-12-02,1909-03-03,WI,Democrat,Charles,Weisse,M,4,1866-10-24
W000259,4,House,1909-03-15,1911-03-03,WI,Democrat,Charles,Weisse,M,4,1866-10-24
W000340,1,House,1907-12-02,1909-03-03,PA,Republican,Nelson,Wheeler,M,2,1841-11-04
W000340,2,House,1909-03-15,1911-03-03,PA,Republican,Nelson,Wheeler,M,2,1841-11-04
W000470,1,House,1903-11-09,1905-03-03,NJ,Republican,William,Wiley,M,3,1842-07-10
W000470,2,House,1905-12-04,1907-03-03,NJ,Republican,William,Wiley,M,3,1842-07-10
W000470,3,House,1909-03-15,1911-03-03,NJ,Republican,William,Wiley,M,3,1842-07-10
W000481,1,House,1907-12-02,1909-03-03,NY,Democrat,William,Willett,M,2,1869-11-27
W000481,2,House,1909-03-15,1911-03-03,NY,Democrat,William,Willett,M,2,1869-11-27
Y000049,1,House,1909-03-15,1911-03-03,NY,Republican,Richard,Young,M,1,1846-08-06
P000223,1,Senate,1910-01-01,1913-03-03,MS,Democrat,Le,Percy,M,1,1860-11-09
P000570,1,Senate,1910-01-01,1911-12-31,ND,Democrat,William,Purcell,M,1,1856-08-03
T000131,1,Senate,1910-01-01,1911-12-31,GA,Democrat,Joseph,Terrell,M,1,1861-06-06
T000241,1,Senate,1910-01-01,1915-03-03,LA,Democrat,John,Thornton,M,1,1846-08-25
Y000046,1,Senate,1910-01-01,1911-12-31,IA,Republican,Lafayette,Young,M,1,1848-05-10
A000071,1,House,1911-04-04,1913-03-03,NY,Progressive Republican,Theron,Akin,M,1,1855-05-23
A000173,1,House,1903-11-09,1905-03-03,MA,Republican,Butler,Ames,M,5,1871-08-22
A000173,2,House,1905-12-04,1907-03-03,MA,Republican,Butler,Ames,M,5,1871-08-22
A000173,3,House,1907-12-02,1909-03-03,MA,Republican,Butler,Ames,M,5,1871-08-22
A000173,4,House,1909-03-15,1911-03-03,MA,Republican,Butler,Ames,M,5,1871-08-22
A000173,5,House,1911-04-04,1913-03-03,MA,Republican,Butler,Ames,M,5,1871-08-22
A000182,1,House,1909-03-15,1911-03-03,OH,Democrat,Carl,Anderson,M,2,1877-12-02
A000182,2,House,1911-04-04,1913-03-03,OH,Democrat,Carl,Anderson,M,2,1877-12-02
A000252,1,House,1905-12-04,1907-03-03,NM,Republican,William,Andrews,M,4,1846-01-14
A000252,2,House,1907-12-02,1909-03-03,NM,Republican,William,Andrews,M,4,1846-01-14
A000252,3,House,1909-03-15,1911-03-03,NM,Republican,William,Andrews,M,4,1846-01-14
A000252,4,House,1911-04-04,1913-03-03,NM,Republican,William,Andrews,M,4,1846-01-14
A000254,1,House,1905-12-04,1907-03-03,NY,Republican,John,Andrus,M,4,1841-02-16
A000254,2,House,1907-12-02,1909-03-03,NY,Republican,John,Andrus,M,4,1841-02-16
A000254,3,House,1909-03-15,1911-03-03,NY,Republican,John,Andrus,M,4,1841-02-16
A000254,4,House,1911-04-04,1913-03-03,NY,Republican,John,Andrus,M,4,1841-02-16
A000353,1,House,1911-04-04,1913-03-03,NY,Democrat,Steven,Ayres,M,1,1861-10-27
B000230,1,House,1901-12-02,1903-03-03,PA,Republican,Arthur,Bates,M,6,1859-06-06
B000230,2,House,1903-11-09,1905-03-03,PA,Republican,Arthur,Bates,M,6,1859-06-06
B000230,3,House,1905-12-04,1907-03-03,PA,Republican,Arthur,Bates,M,6,1859-06-06
B000230,4,House,1907-12-02,1909-03-03,PA,Republican,Arthur,Bates,M,6,1859-06-06
B000230,5,House,1909-03-15,1911-03-03,PA,Republican,Arthur,Bates,M,6,1859-06-06
B000230,6,House,1911-04-04,1913-03-03,PA,Republican,Arthur,Bates,M,6,1859-06-06
B000469,1,House,1879-03-18,1881-03-03,PA,Republican,Henry,Bingham,M,17,1841-12-04
B000469,2,House,1881-12-05,1883-03-03,PA,Republican,Henry,Bingham,M,17,1841-12-04
B000469,3,House,1883-12-03,1885-03-03,PA,Republican,Henry,Bingham,M,17,1841-12-04
B000469,4,House,1885-12-07,1887-03-03,PA,Republican,Henry,Bingham,M,17,1841-12-04
B000469,5,House,1887-12-05,1889-03-03,PA,Republican,Henry,Bingham,M,17,1841-12-04
B000469,6,House,1889-12-02,1891-03-03,PA,Republican,Henry,Bingham,M,17,1841-12-04
B000469,7,House,1891-12-07,1893-03-03,PA,Republican,Henry,Bingham,M,17,1841-12-04
B000469,8,House,1893-08-07,1895-03-03,PA,Republican,Henry,Bingham,M,17,1841-12-04
B000469,9,House,1895-12-02,1897-03-03,PA,Republican,Henry,Bingham,M,17,1841-12-04
B000469,10,House,1897-03-15,1899-03-03,PA,Republican,Henry,Bingham,M,17,1841-12-04
B000469,11,House,1899-12-04,1901-03-03,PA,Republican,Henry,Bingham,M,17,1841-12-04
B000469,12,House,1901-12-02,1903-03-03,PA,Republican,Henry,Bingham,M,17,1841-12-04
B000469,13,House,1903-11-09,1905-03-03,PA,Republican,Henry,Bingham,M,17,1841-12-04
B000469,14,House,1905-12-04,1907-03-03,PA,Republican,Henry,Bingham,M,17,1841-12-04
B000469,15,House,1907-12-02,1909-03-03,PA,Republican,Henry,Bingham,M,17,1841-12-04
B000469,16,House,1909-03-15,1911-03-03,PA,Republican,Henry,Bingham,M,17,1841-12-04
B000469,17,House,1911-04-04,1913-03-03,PA,Republican,Henry,Bingham,M,17,1841-12-04
B000587,1,House,1909-03-15,1911-03-03,IN,Democrat,John,Boehne,M,2,1856-10-28
B000587,2,House,1911-04-04,1913-03-03,IN,Democrat,John,Boehne,M,2,1856-10-28
B000703,1,House,1911-04-04,1913-03-03,PA,Republican,Charles,Bowman,M,1,1852-11-14
B000747,1,House,1903-11-09,1905-03-03,NY,Republican,Thomas,Bradley,M,5,1844-04-06
B000747,2,House,1905-12-04,1907-03-03,NY,Republican,Thomas,Bradley,M,5,1844-04-06
B000747,3,House,1907-12-02,1909-03-03,NY,Republican,Thomas,Bradley,M,5,1844-04-06
B000747,4,House,1909-03-15,1911-03-03,NY,Republican,Thomas,Bradley,M,5,1844-04-06
B000747,5,House,1911-04-04,1913-03-03,NY,Republican,Thomas,Bradley,M,5,1844-04-06
B000770,1,House,1897-03-15,1899-03-03,GA,Democrat,William,Brantley,M,8,1860-09-18
B000770,2,House,1899-12-04,1901-03-03,GA,Democrat,William,Brantley,M,8,1860-09-18
B000770,3,House,1901-12-02,1903-03-03,GA,Democrat,William,Brantley,M,8,1860-09-18
B000770,4,House,1903-11-09,1905-03-03,GA,Democrat,William,Brantley,M,8,1860-09-18
B000770,5,House,1905-12-04,1907-03-03,GA,Democrat,William,Brantley,M,8,1860-09-18
B000770,6,House,1907-12-02,1909-03-03,GA,Democrat,William,Brantley,M,8,1860-09-18
B000770,7,House,1909-03-15,1911-03-03,GA,Democrat,William,Brantley,M,8,1860-09-18
B000770,8,House,1911-04-04,1913-03-03,GA,Democrat,William,Brantley,M,8,1860-09-18
B000992,1,Senate,1911-04-04,1917-03-03,FL,Democrat,Nathan,Bryan,M,1,1872-04-23
C000252,1,House,1911-04-04,1913-03-03,MO,Republican,Theron,Catlin,M,1,1878-05-16
C000360,1,Senate,1911-04-04,1917-03-03,WV,Democrat,William,Chilton,M,1,1858-03-17
C000414,1,Senate,1901-12-02,1905-03-03,MN,Republican,Moses,Clapp,M,3,1851-05-21
C000414,2,Senate,1905-12-04,1911-03-03,MN,Republican,Moses,Clapp,M,3,1851-05-21
C000414,3,Senate,1911-04-04,1917-03-03,MN,Republican,Moses,Clapp,M,3,1851-05-21
C000425,1,House,1889-12-02,1891-03-03,WY,Republican,Clarence,Clark,M,6,1851-04-16
C000425,2,House,1891-12-07,1893-03-03,WY,Republican,Clarence,Clark,M,6,1851-04-16
C000425,3,Senate,1895-12-02,1899-03-03,WY,Republican,Clarence,Clark,M,6,1851-04-16
C000425,4,Senate,1899-12-04,1905-03-03,WY,Republican,Clarence,Clark,M,6,1851-04-16
C000425,5,Senate,1905-12-04,1911-03-03,WY,Republican,Clarence,Clark,M,6,1851-04-16
C000425,6,Senate,1911-04-04,1917-03-03,WY,Republican,Clarence,Clark,M,6,1851-04-16
C000686,1,House,1911-04-04,1913-03-03,NY,Democrat,Richard,Connell,M,1,1857-11-06
C000835,1,House,1909-03-15,1911-03-03,OH,Democrat,James,Cox,M,2,1870-03-31
C000835,2,House,1911-04-04,1913-03-03,OH,Democrat,James,Cox,M,2,1870-03-31
C000958,1,House,1897-03-15,1899-03-03,IN,Republican,Edgar,Crumpacker,M,8,1851-05-27
C000958,2,House,1899-12-04,1901-03-03,IN,Republican,Edgar,Crumpacker,M,8,1851-05-27
C000958,3,House,1901-12-02,1903-03-03,IN,Republican,Edgar,Crumpacker,M,8,1851-05-27
C000958,4,House,1903-11-09,1905-03-03,IN,Republican,Edgar,Crumpacker,M,8,1851-05-27
C000958,5,House,1905-12-04,1907-03-03,IN,Republican,Edgar,Crumpacker,M,8,1851-05-27
C000958,6,House,1907-12-02,1909-03-03,IN,Republican,Edgar,Crumpacker,M,8,1851-05-27
C000958,7,House,1909-03-15,1911-03-03,IN,Republican,Edgar,Crumpacker,M,8,1851-05-27
C000958,8,House,1911-04-04,1913-03-03,IN,Republican,Edgar,Crumpacker,M,8,1851-05-27
C000999,1,House,1901-12-02,1903-03-03,NH,Republican,Frank,Currier,M,6,1853-10-30
C000999,2,House,1903-11-09,1905-03-03,NH,Republican,Frank,Currier,M,6,1853-10-30
C000999,3,House,1905-12-04,1907-03-03,NH,Republican,Frank,Currier,M,6,1853-10-30
C000999,4,House,1907-12-02,1909-03-03,NH,Republican,Frank,Currier,M,6,1853-10-30
C000999,5,House,1909-03-15,1911-03-03,NH,Republican,Frank,Currier,M,6,1853-10-30
C000999,6,House,1911-04-04,1913-03-03,NH,Republican,Frank,Currier,M,6,1853-10-30
C001002,1,House,1911-04-04,1913-03-03,NM,Republican,George,Curry,M,1,1861-04-03
D000016,1,House,1887-12-05,1889-03-03,PA,Republican,John,Dalzell,M,13,1845-04-19
D000016,2,House,1889-12-02,1891-03-03,PA,Republican,John,Dalzell,M,13,1845-04-19
D000016,3,House,1891-12-07,1893-03-03,PA,Republican,John,Dalzell,M,13,1845-04-19
D000016,4,House,1893-08-07,1895-03-03,PA,Republican,John,Dalzell,M,13,1845-04-19
D000016,5,House,1895-12-02,1897-03-03,PA,Republican,John,Dalzell,M,13,1845-04-19
D000016,6,House,1897-03-15,1899-03-03,PA,Republican,John,Dalzell,M,13,1845-04-19
D000016,7,House,1899-12-04,1901-03-03,PA,Republican,John,Dalzell,M,13,1845-04-19
D000016,8,House,1901-12-02,1903-03-03,PA,Republican,John,Dalzell,M,13,1845-04-19
D000016,9,House,1903-11-09,1905-03-03,PA,Republican,John,Dalzell,M,13,1845-04-19
D000016,10,House,1905-12-04,1907-03-03,PA,Republican,John,Dalzell,M,13,1845-04-19
D000016,11,House,1907-12-02,1909-03-03,PA,Republican,John,Dalzell,M,13,1845-04-19
D000016,12,House,1909-03-15,1911-03-03,PA,Republican,John,Dalzell,M,13,1845-04-19
D000016,13,House,1911-04-04,1913-03-03,PA,Republican,John,Dalzell,M,13,1845-04-19
D000066,1,House,1911-04-04,1913-03-03,MO,Democrat,James,Daugherty,M,1,1847-08-30
D000189,1,House,1911-04-04,1913-03-03,NY,Republican,Henry,De Forest,M,1,1847-02-16
D000262,1,House,1907-12-02,1909-03-03,OH,Democrat,Matthew,Denver,M,3,1870-12-21
D000262,2,House,1909-03-15,1911-03-03,OH,Democrat,Matthew,Denver,M,3,1870-12-21
D000262,3,House,1911-04-04,1913-03-03,OH,Democrat,Matthew,Denver,M,3,1870-12-21
D000334,1,House,1909-03-15,1911-03-03,MS,Democrat,William,Dickson,M,2,1861-07-20
D000334,2,House,1911-04-04,1913-03-03,MS,Democrat,William,Dickson,M,2,1861-07-20
D000392,1,House,1909-03-15,1911-03-03,MI,Republican,Francis,Dodds,M,2,1858-06-09
D000392,2,House,1911-04-04,1913-03-03,MI,Republican,Francis,Dodds,M,2,1858-06-09
D000489,1,House,1901-12-02,1903-03-03,NY,Republican,William,Draper,M,6,1841-06-24
D000489,2,House,1903-11-09,1905-03-03,NY,Republican,William,Draper,M,6,1841-06-24
D000489,3,House,1905-12-04,1907-03-03,NY,Republican,William,Draper,M,6,1841-06-24
D000489,4,House,1907-12-02,1909-03-03,NY,Republican,William,Draper,M,6,1841-06-24
D000489,5,House,1909-03-15,1911-03-03,NY,Republican,William,Draper,M,6,1841-06-24
D000489,6,House,1911-04-04,1913-03-03,NY,Republican,William,Draper,M,6,1841-06-24
D000502,1,House,1899-12-04,1901-03-03,NY,Republican,Michael,Driscoll,M,7,1851-02-09
D000502,2,House,1901-12-02,1903-03-03,NY,Republican,Michael,Driscoll,M,7,1851-02-09
D000502,3,House,1903-11-09,1905-03-03,NY,Republican,Michael,Driscoll,M,7,1851-02-09
D000502,4,House,1905-12-04,1907-03-03,NY,Republican,Michael,Driscoll,M,7,1851-02-09
D000502,5,House,1907-12-02,1909-03-03,NY,Republican,Michael,Driscoll,M,7,1851-02-09
D000502,6,House,1909-03-15,1911-03-03,NY,Republican,Michael,Driscoll,M,7,1851-02-09
D000502,7,House,1911-04-04,1913-03-03,NY,Republican,Michael,Driscoll,M,7,1851-02-09
D000581,1,House,1901-12-02,1903-03-03,NY,Republican,John,Dwight,M,6,1859-05-24
D000581,2,House,1903-11-09,1905-03-03,NY,Republican,John,Dwight,M,6,1859-05-24
D000581,3,House,1905-12-04,1907-03-03,NY,Republican,John,Dwight,M,6,1859-05-24
D000581,4,House,1907-12-02,1909-03-03,NY,Republican,John,Dwight,M,6,1859-05-24
D000581,5,House,1909-03-15,1911-03-03,NY,Republican,John,Dwight,M,6,1859-05-24
D000581,6,House,1911-04-04,1913-03-03,NY,Republican,John,Dwight,M,6,1859-05-24
E000113,1,House,1905-12-04,1907-03-03,SC,Democrat,James,Ellerbe,M,4,1867-01-12
E000113,2,House,1907-12-02,1909-03-03,SC,Democrat,James,Ellerbe,M,4,1867-01-12
E000113,3,House,1909-03-15,1911-03-03,SC,Democrat,James,Ellerbe,M,4,1867-01-12
E000113,4,House,1911-04-04,1913-03-03,SC,Democrat,James,Ellerbe,M,4,1867-01-12
E000252,1,House,1911-04-04,1913-03-03,IL,Democrat,Lynden,Evans,M,1,1858-06-28
F000277,1,House,1907-12-02,1909-03-03,NY,Democrat,Charles,Fornes,M,3,1844-01-22
F000277,2,House,1909-03-15,1911-03-03,NY,Democrat,Charles,Fornes,M,3,1844-01-22
F000277,3,House,1911-04-04,1913-03-03,NY,Democrat,Charles,Fornes,M,3,1844-01-22
F000300,1,House,1901-12-02,1903-03-03,VT,Republican,David,Foster,M,6,1857-06-27
